what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184290573
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184310774
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184314511
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184320415
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184328522
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184331391
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184336087
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184338948
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184348464
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1232184351928
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1232184355223
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184359816
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184444968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232184463110
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1232184472200
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildProject,1232184475326
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184479360
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184483254
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildProject,1232184486393
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184501926
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184807846
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184814760
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1232184816657
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ResourceNavigator,1232184850234
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1232184861579
